coo: 51.922896_4.463173;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2019-08-01;--;--;--;--;--;--;--;--;--;--;6.95;69.43;15.87;80.79;25.08;92.42;34.20;105.07;42.74;119.71;49.96;137.62;54.78;159.72;56.01;184.88;53.27;209.21;47.38;229.66;39.53;246.14;30.69;259.87;21.47;272.02;12.31;283.47;3.58;294.87;--;--;--;--;--;--;--;--;
2019-08-02;--;--;--;--;--;--;--;--;--;--;6.76;69.59;15.69;80.97;24.90;92.62;34.01;105.27;42.54;119.92;49.73;137.81;54.53;159.85;55.76;184.88;53.03;209.10;47.15;229.49;39.32;245.97;30.48;259.70;21.26;271.86;12.10;283.32;3.36;294.73;--;--;--;--;--;--;--;--;
2019-08-03;--;--;--;--;--;--;--;--;--;--;6.57;69.77;15.50;81.15;24.71;92.82;33.82;105.48;42.33;120.14;49.51;138.01;54.28;159.97;55.50;184.89;52.78;208.99;46.91;229.33;39.10;245.79;30.27;259.52;21.05;271.69;11.89;283.16;3.14;294.60;--;--;--;--;--;--;--;--;
2019-08-04;--;--;--;--;--;--;--;--;--;--;6.37;69.94;15.31;81.34;24.53;93.02;33.63;105.70;42.13;120.36;49.28;138.21;54.03;160.11;55.23;184.90;52.52;208.89;46.67;229.17;38.87;245.61;30.05;259.35;20.84;271.52;11.67;283.01;2.91;294.46;--;--;--;--;--;--;--;--;
2019-08-05;--;--;--;--;--;--;--;--;--;--;6.17;70.12;15.12;81.54;24.34;93.23;33.44;105.92;41.92;120.58;49.05;138.42;53.77;160.25;54.97;184.91;52.26;208.79;46.43;229.01;38.64;245.43;29.83;259.17;20.62;271.36;11.44;282.86;2.68;294.32;--;--;--;--;--;--;--;--;
2019-08-06;--;--;--;--;--;--;--;--;--;--;5.97;70.31;14.93;81.74;24.14;93.44;33.24;106.15;41.70;120.81;48.81;138.63;53.51;160.39;54.69;184.93;51.99;208.69;46.17;228.85;38.40;245.25;29.60;259.00;20.39;271.19;11.22;282.70;2.44;294.18;--;--;--;--;--;--;--;--;
2019-08-07;--;--;--;--;--;--;--;--;--;--;5.77;70.50;14.73;81.94;23.95;93.66;33.04;106.38;41.49;121.05;48.57;138.84;53.25;160.53;54.41;184.95;51.72;208.59;45.92;228.69;38.16;245.08;29.37;258.82;20.16;271.02;10.98;282.54;2.20;294.04;--;--;--;--;--;--;--;--;
2019-08-08;--;--;--;--;--;--;--;--;--;--;5.56;70.69;14.53;82.15;23.75;93.88;32.83;106.61;41.27;121.29;48.33;139.06;52.98;160.68;54.13;184.98;51.44;208.50;45.66;228.53;37.91;244.90;29.13;258.64;19.92;270.85;10.74;282.39;1.95;293.90;--;--;--;--;--;--;--;--;
2019-08-09;--;--;--;--;--;--;--;--;--;--;5.36;70.89;14.33;82.36;23.56;94.11;32.63;106.85;41.05;121.53;48.09;139.29;52.71;160.83;53.84;185.01;51.16;208.41;45.39;228.38;37.66;244.72;28.89;258.47;19.68;270.69;10.50;282.23;1.70;293.75;--;--;--;--;--;--;--;--;
2019-08-10;--;--;--;--;--;--;--;--;--;--;5.15;71.09;14.13;82.58;23.35;94.34;32.42;107.09;40.82;121.78;47.84;139.52;52.43;160.99;53.55;185.04;50.87;208.32;45.12;228.22;37.40;244.55;28.64;258.29;19.44;270.52;10.25;282.07;1.44;293.61;--;--;--;--;--;--;--;--;
2019-08-11;--;--;--;--;--;--;--;--;--;--;4.94;71.30;13.93;82.80;23.15;94.57;32.21;107.34;40.60;122.03;47.58;139.75;52.15;161.15;53.26;185.07;50.58;208.24;44.84;228.07;37.14;244.37;28.38;258.11;19.19;270.35;9.99;281.92;1.18;293.47;--;--;--;--;--;--;--;--;
2019-08-12;--;--;--;--;--;--;--;--;--;--;4.72;71.51;13.72;83.03;22.95;94.81;32.00;107.59;40.37;122.29;47.33;139.98;51.87;161.31;52.95;185.11;50.28;208.15;44.56;227.92;36.87;244.20;28.13;257.93;18.93;270.18;9.73;281.76;0.92;293.33;--;--;--;--;--;--;--;--;
2019-08-13;--;--;--;--;--;--;--;--;--;--;4.51;71.73;13.52;83.25;22.74;95.05;31.78;107.84;40.14;122.55;47.07;140.22;51.58;161.48;52.65;185.15;49.98;208.07;44.27;227.77;36.60;244.02;27.86;257.76;18.67;270.01;9.47;281.60;0.64;293.18;--;--;--;--;--;--;--;--;
2019-08-14;--;--;--;--;--;--;--;--;--;--;4.29;71.95;13.31;83.49;22.53;95.30;31.57;108.10;39.90;122.81;46.81;140.46;51.29;161.65;52.34;185.19;49.67;208.00;43.98;227.63;36.32;243.85;27.59;257.58;18.40;269.84;9.20;281.44;0.37;293.04;--;--;--;--;--;--;--;--;
2019-08-15;--;--;--;--;--;--;--;--;--;--;4.07;72.17;13.10;83.73;22.32;95.55;31.35;108.37;39.66;123.08;46.54;140.71;50.99;161.82;52.03;185.24;49.36;207.92;43.68;227.48;36.04;243.68;27.32;257.41;18.13;269.67;8.93;281.28;0.09;292.89;--;--;--;--;--;--;--;--;
2019-08-16;--;--;--;--;--;--;--;--;--;--;3.85;72.40;12.89;83.97;22.11;95.81;31.13;108.63;39.43;123.34;46.28;140.95;50.70;161.99;51.71;185.29;49.05;207.85;43.38;227.34;35.76;243.51;27.04;257.23;17.86;269.50;8.65;281.12;-0.19;292.75;--;--;--;--;--;--;--;--;
2019-08-17;--;--;--;--;--;--;--;--;--;--;3.63;72.63;12.67;84.21;21.90;96.06;30.90;108.90;39.18;123.62;46.01;141.20;50.39;162.17;51.39;185.34;48.73;207.78;43.08;227.20;35.47;243.34;26.76;257.05;17.58;269.33;8.37;280.96;-0.48;292.61;--;--;--;--;--;--;--;--;
2019-08-18;--;--;--;--;--;--;--;--;--;--;3.41;72.87;12.46;84.46;21.68;96.32;30.68;109.17;38.94;123.89;45.73;141.45;50.09;162.34;51.07;185.39;48.41;207.72;42.77;227.06;35.17;243.17;26.48;256.88;17.30;269.16;8.09;280.80;-0.78;292.46;--;--;--;--;--;--;--;--;
2019-08-19;--;--;--;--;--;--;--;--;--;--;3.19;73.11;12.24;84.71;21.46;96.59;30.45;109.45;38.69;124.17;45.46;141.71;49.78;162.52;50.74;185.45;48.08;207.65;42.45;226.92;34.87;243.00;26.19;256.70;17.01;268.99;7.80;280.64;--;--;--;--;--;--;--;--;--;--;
2019-08-20;--;--;--;--;--;--;--;--;--;--;2.96;73.35;12.02;84.97;21.24;96.86;30.22;109.73;38.44;124.45;45.18;141.96;49.47;162.71;50.41;185.51;47.75;207.59;42.14;226.78;34.57;242.83;25.89;256.53;16.72;268.82;7.50;280.48;--;--;--;--;--;--;--;--;--;--;
2019-08-21;--;--;--;--;--;--;--;--;--;--;2.73;73.60;11.80;85.23;21.02;97.13;29.99;110.01;38.19;124.73;44.89;142.22;49.16;162.89;50.08;185.57;47.42;207.53;41.82;226.65;34.26;242.67;25.59;256.36;16.42;268.65;7.21;280.32;--;--;--;--;--;--;--;--;--;--;
2019-08-22;--;--;--;--;--;--;--;--;--;--;2.50;73.85;11.58;85.49;20.80;97.40;29.76;110.29;37.94;125.02;44.61;142.48;48.84;163.08;49.74;185.63;47.08;207.47;41.49;226.52;33.95;242.50;25.29;256.18;16.13;268.48;6.90;280.16;--;--;--;--;--;--;--;--;--;--;
2019-08-23;--;--;--;--;--;--;--;--;--;--;2.27;74.10;11.36;85.76;20.58;97.68;29.52;110.58;37.68;125.31;44.32;142.75;48.52;163.26;49.40;185.70;46.74;207.42;41.16;226.39;33.63;242.34;24.98;256.01;15.82;268.31;6.60;280.00;--;--;--;--;--;--;--;--;--;--;
2019-08-24;--;--;--;--;--;--;--;--;--;--;2.04;74.36;11.13;86.02;20.35;97.96;29.29;110.87;37.42;125.60;44.03;143.01;48.20;163.45;49.06;185.76;46.39;207.37;40.83;226.26;33.31;242.18;24.67;255.84;15.52;268.14;6.29;279.84;--;--;--;--;--;--;--;--;--;--;
2019-08-25;--;--;--;--;--;--;--;--;--;--;1.81;74.62;10.91;86.30;20.12;98.24;29.05;111.16;37.16;125.89;43.74;143.27;47.87;163.64;48.71;185.83;46.05;207.32;40.49;226.13;32.99;242.01;24.36;255.67;15.21;267.97;5.98;279.68;--;--;--;--;--;--;--;--;--;--;
2019-08-26;--;--;--;--;--;--;--;--;--;--;1.58;74.89;10.68;86.57;19.90;98.53;28.81;111.46;36.89;126.18;43.44;143.54;47.54;163.83;48.36;185.90;45.69;207.27;40.15;226.01;32.66;241.85;24.04;255.50;14.89;267.80;5.66;279.52;--;--;--;--;--;--;--;--;--;--;
2019-08-27;--;--;--;--;--;--;--;--;--;--;1.34;75.15;10.45;86.85;19.67;98.81;28.57;111.75;36.63;126.48;43.15;143.81;47.21;164.02;48.01;185.97;45.34;207.22;39.81;225.88;32.33;241.69;23.72;255.33;14.58;267.63;5.35;279.36;--;--;--;--;--;--;--;--;--;--;
2019-08-28;--;--;--;--;--;--;--;--;--;--;1.10;75.42;10.22;87.13;19.43;99.10;28.32;112.05;36.36;126.77;42.85;144.08;46.88;164.21;47.65;186.05;44.98;207.18;39.46;225.76;32.00;241.54;23.40;255.16;14.26;267.46;5.02;279.19;--;--;--;--;--;--;--;--;--;--;
2019-08-29;--;--;--;--;--;--;--;--;--;--;0.87;75.69;9.99;87.41;19.20;99.40;28.08;112.35;36.09;127.07;42.54;144.35;46.54;164.41;47.29;186.12;44.62;207.13;39.11;225.64;31.66;241.38;23.07;254.99;13.93;267.29;4.70;279.03;--;--;--;--;--;--;--;--;--;--;
2019-08-30;--;--;--;--;--;--;--;--;--;--;0.63;75.97;9.76;87.69;18.97;99.69;27.83;112.65;35.82;127.37;42.24;144.61;46.20;164.60;46.93;186.19;44.26;207.09;38.76;225.52;31.32;241.22;22.74;254.82;13.61;267.12;4.37;278.87;--;--;--;--;--;--;--;--;--;--;
2019-08-31;--;--;--;--;--;--;--;--;--;--;0.39;76.25;9.53;87.98;18.73;99.99;27.58;112.96;35.55;127.67;41.93;144.88;45.86;164.79;46.57;186.27;43.89;207.05;38.40;225.41;30.98;241.07;22.41;254.65;13.28;266.95;4.04;278.71;--;--;--;--;--;--;--;--;--;--;
2019-09-01;--;--;--;--;--;--;--;--;--;--;0.15;76.53;9.29;88.27;18.49;100.29;27.33;113.26;35.27;127.97;41.62;145.16;45.52;164.99;46.20;186.35;43.52;207.01;38.04;225.29;30.63;240.92;22.07;254.48;12.95;266.78;3.71;278.55;--;--;--;--;--;--;--;--;--;--;
2019-09-02;--;--;--;--;--;--;--;--;--;--;-0.09;76.81;9.06;88.56;18.25;100.59;27.07;113.57;34.99;128.27;41.31;145.43;45.17;165.18;45.83;186.42;43.15;206.97;37.68;225.18;30.29;240.76;21.73;254.32;12.61;266.62;3.37;278.39;--;--;--;--;--;--;--;--;--;--;
2019-09-03;--;--;--;--;--;--;--;--;--;--;-0.33;77.09;8.82;88.85;18.01;100.89;26.82;113.87;34.71;128.58;40.99;145.70;44.82;165.38;45.46;186.50;42.78;206.94;37.32;225.07;29.93;240.61;21.39;254.15;12.28;266.45;3.03;278.22;--;--;--;--;--;--;--;--;--;--;
2019-09-04;--;--;--;--;--;--;--;--;--;--;-0.57;77.38;8.59;89.15;17.77;101.19;26.56;114.18;34.43;128.88;40.68;145.97;44.47;165.57;45.09;186.58;42.40;206.90;36.95;224.95;29.58;240.46;21.05;253.98;11.94;266.28;2.69;278.06;--;--;--;--;--;--;--;--;--;--;
2019-09-05;--;--;--;--;--;--;--;--;--;--;-0.82;77.67;8.35;89.45;17.53;101.50;26.30;114.49;34.15;129.18;40.36;146.24;44.12;165.76;44.72;186.66;42.02;206.87;36.58;224.84;29.23;240.31;20.70;253.82;11.59;266.11;2.35;277.90;--;--;--;--;--;--;--;--;--;--;
2019-09-06;--;--;--;--;--;--;--;--;--;--;--;--;8.11;89.75;17.29;101.80;26.05;114.80;33.86;129.49;40.04;146.51;43.76;165.95;44.34;186.74;41.64;206.84;36.21;224.74;28.87;240.16;20.35;253.65;11.25;265.94;2.01;277.73;--;--;--;--;--;--;--;--;--;--;
2019-09-07;--;--;--;--;--;--;--;--;--;--;--;--;7.87;90.05;17.04;102.11;25.78;115.11;33.57;129.79;39.72;146.78;43.41;166.15;43.96;186.82;41.26;206.81;35.84;224.63;28.51;240.02;20.00;253.49;10.90;265.78;1.66;277.57;--;--;--;--;--;--;--;--;--;--;
2019-09-08;--;--;--;--;--;--;--;--;--;--;--;--;7.63;90.35;16.79;102.42;25.52;115.42;33.28;130.09;39.39;147.04;43.05;166.34;43.58;186.90;40.88;206.78;35.46;224.52;28.14;239.87;19.65;253.32;10.56;265.61;1.31;277.41;--;--;--;--;--;--;--;--;--;--;
2019-09-09;--;--;--;--;--;--;--;--;--;--;--;--;7.39;90.65;16.55;102.73;25.26;115.74;32.99;130.40;39.07;147.31;42.69;166.53;43.20;186.98;40.49;206.75;35.09;224.42;27.78;239.72;19.30;253.16;10.21;265.44;0.96;277.24;--;--;--;--;--;--;--;--;--;--;
2019-09-10;--;--;--;--;--;--;--;--;--;--;--;--;7.14;90.96;16.30;103.04;24.99;116.05;32.70;130.70;38.74;147.58;42.33;166.72;42.82;187.05;40.10;206.72;34.71;224.31;27.41;239.58;18.94;253.00;9.86;265.27;0.61;277.08;--;--;--;--;--;--;--;--;--;--;
2019-09-11;--;--;--;--;--;--;--;--;--;--;--;--;6.90;91.26;16.05;103.35;24.73;116.36;32.41;131.00;38.41;147.84;41.96;166.91;42.43;187.13;39.72;206.69;34.33;224.21;27.05;239.43;18.58;252.83;9.50;265.10;0.25;276.92;--;--;--;--;--;--;--;--;--;--;
2019-09-12;--;--;--;--;--;--;--;--;--;--;--;--;6.65;91.57;15.80;103.66;24.46;116.67;32.11;131.30;38.08;148.11;41.60;167.10;42.04;187.21;39.33;206.66;33.95;224.11;26.68;239.29;18.22;252.67;9.15;264.94;-0.10;276.75;--;--;--;--;--;--;--;--;--;--;
2019-09-13;--;--;--;--;--;--;--;--;--;--;--;--;6.41;91.87;15.54;103.97;24.19;116.98;31.81;131.60;37.75;148.37;41.23;167.28;41.66;187.29;38.93;206.64;33.57;224.01;26.31;239.15;17.86;252.51;8.79;264.77;-0.46;276.59;--;--;--;--;--;--;--;--;--;--;
2019-09-14;--;--;--;--;--;--;--;--;--;--;--;--;6.16;92.18;15.29;104.28;23.92;117.30;31.51;131.90;37.42;148.63;40.86;167.47;41.27;187.37;38.54;206.61;33.18;223.90;25.93;239.00;17.50;252.35;8.44;264.60;-0.81;276.42;--;--;--;--;--;--;--;--;--;--;
2019-09-15;--;--;--;--;--;--;--;--;--;--;--;--;5.91;92.49;15.04;104.59;23.64;117.61;31.21;132.20;37.08;148.89;40.50;167.65;40.88;187.45;38.15;206.58;32.80;223.80;25.56;238.86;17.14;252.19;8.08;264.43;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-16;--;--;--;--;--;--;--;--;--;--;--;--;5.67;92.80;14.78;104.90;23.37;117.92;30.91;132.50;36.74;149.15;40.13;167.83;40.49;187.52;37.75;206.56;32.41;223.70;25.19;238.72;16.77;252.03;7.72;264.27;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-17;--;--;--;--;--;--;--;--;--;--;--;--;5.42;93.11;14.52;105.22;23.10;118.23;30.61;132.80;36.40;149.41;39.75;168.01;40.09;187.60;37.36;206.53;32.02;223.61;24.81;238.58;16.41;251.86;7.36;264.10;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-18;--;--;--;--;--;--;--;--;--;--;--;--;5.17;93.42;14.27;105.53;22.82;118.54;30.30;133.09;36.07;149.67;39.38;168.19;39.70;187.67;36.96;206.50;31.63;223.51;24.44;238.44;16.04;251.70;7.00;263.93;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-19;--;--;--;--;--;--;--;--;--;--;--;--;4.92;93.73;14.01;105.84;22.54;118.85;30.00;133.38;35.73;149.92;39.01;168.37;39.31;187.75;36.56;206.48;31.25;223.41;24.06;238.30;15.68;251.54;6.64;263.76;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-20;--;--;--;--;--;--;--;--;--;--;--;--;4.67;94.04;13.75;106.15;22.26;119.15;29.69;133.68;35.38;150.17;38.64;168.54;38.91;187.82;36.17;206.45;30.86;223.31;23.68;238.16;15.31;251.38;6.28;263.59;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-21;--;--;--;--;--;--;--;--;--;--;--;--;4.42;94.35;13.49;106.46;21.98;119.46;29.38;133.97;35.04;150.42;38.26;168.72;38.52;187.89;35.77;206.43;30.47;223.21;23.30;238.02;14.94;251.22;5.92;263.42;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-22;--;--;--;--;--;--;--;--;--;--;--;--;4.16;94.66;13.23;106.77;21.70;119.76;29.07;134.25;34.70;150.67;37.89;168.89;38.12;187.96;35.37;206.40;30.08;223.12;22.93;237.88;14.57;251.06;5.55;263.25;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-23;--;--;--;--;--;--;--;--;--;--;--;--;3.91;94.97;12.97;107.08;21.42;120.07;28.76;134.54;34.35;150.91;37.51;169.06;37.73;188.03;34.97;206.37;29.69;223.02;22.55;237.74;14.21;250.90;5.19;263.08;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-24;--;--;--;--;--;--;--;--;--;--;--;--;3.66;95.28;12.70;107.38;21.14;120.37;28.45;134.82;34.01;151.15;37.13;169.22;37.33;188.10;34.57;206.34;29.30;222.92;22.17;237.60;13.84;250.74;4.83;262.91;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-25;--;--;--;--;--;--;--;--;--;--;--;--;3.40;95.59;12.44;107.69;20.85;120.67;28.14;135.11;33.66;151.39;36.76;169.39;36.94;188.16;34.18;206.32;28.91;222.83;21.79;237.46;13.47;250.58;4.47;262.74;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-26;--;--;--;--;--;--;--;--;--;--;--;--;3.15;95.89;12.17;108.00;20.57;120.97;27.82;135.39;33.31;151.63;36.38;169.55;36.54;188.23;33.78;206.29;28.52;222.73;21.42;237.33;13.11;250.42;4.11;262.57;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-27;--;--;--;--;--;--;--;--;--;--;--;--;2.89;96.20;11.91;108.30;20.28;121.27;27.51;135.66;32.97;151.86;36.00;169.71;36.15;188.29;33.38;206.26;28.13;222.63;21.04;237.19;12.74;250.26;3.75;262.40;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-28;--;--;--;--;--;--;--;--;--;--;--;--;2.64;96.51;11.64;108.60;20.00;121.56;27.20;135.94;32.62;152.09;35.62;169.86;35.75;188.35;32.98;206.23;27.74;222.54;20.66;237.05;12.37;250.10;3.39;262.23;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-29;--;--;--;--;--;--;--;--;--;--;--;--;2.38;96.81;11.38;108.91;19.71;121.85;26.88;136.21;32.27;152.32;35.25;170.02;35.36;188.41;32.58;206.20;27.35;222.44;20.29;236.91;12.01;249.94;3.03;262.06;--;--;--;--;--;--;--;--;--;--;--;--;
2019-09-30;--;--;--;--;--;--;--;--;--;--;--;--;2.13;97.12;11.11;109.21;19.42;122.15;26.56;136.48;31.92;152.54;34.87;170.17;34.96;188.47;32.19;206.17;26.96;222.34;19.91;236.77;11.64;249.77;2.67;261.89;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-01;--;--;--;--;--;--;--;--;--;--;--;--;1.87;97.42;10.84;109.50;19.13;122.43;26.25;136.74;31.57;152.76;34.49;170.31;34.57;188.52;31.79;206.14;26.58;222.24;19.54;236.63;11.28;249.61;2.32;261.71;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-02;--;--;--;--;--;--;--;--;--;--;--;--;1.61;97.72;10.57;109.80;18.85;122.72;25.93;137.01;31.22;152.98;34.11;170.46;34.18;188.58;31.40;206.10;26.19;222.14;19.16;236.49;10.92;249.45;1.96;261.54;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-03;--;--;--;--;--;--;--;--;--;--;--;--;1.36;98.02;10.30;110.09;18.56;123.00;25.61;137.27;30.87;153.20;33.74;170.60;33.78;188.63;31.00;206.07;25.81;222.05;18.79;236.35;10.56;249.29;1.61;261.36;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-04;--;--;--;--;--;--;--;--;--;--;--;--;1.10;98.32;10.03;110.39;18.27;123.28;25.29;137.53;30.52;153.41;33.36;170.74;33.39;188.68;30.61;206.03;25.42;221.95;18.42;236.22;10.20;249.13;1.26;261.19;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-05;--;--;--;--;--;--;--;--;--;--;--;--;0.84;98.61;9.76;110.68;17.98;123.56;24.97;137.78;30.18;153.62;32.98;170.88;33.00;188.72;30.22;206.00;25.04;221.85;18.05;236.08;9.84;248.96;0.90;261.01;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-06;--;--;--;--;--;--;--;--;--;--;--;--;0.58;98.91;9.49;110.96;17.68;123.84;24.66;138.03;29.83;153.82;32.61;171.01;32.61;188.77;29.83;205.96;24.66;221.75;17.68;235.93;9.48;248.80;0.56;260.84;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-07;--;--;--;--;--;--;--;--;--;--;--;--;0.32;99.20;9.22;111.25;17.39;124.11;24.34;138.28;29.48;154.02;32.24;171.14;32.22;188.81;29.44;205.92;24.28;221.65;17.32;235.79;9.13;248.64;0.21;260.66;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-08;--;--;--;--;--;--;--;--;--;--;--;--;0.06;99.49;8.95;111.53;17.10;124.38;24.02;138.52;29.13;154.22;31.86;171.26;31.84;188.85;29.06;205.88;23.90;221.55;16.95;235.65;8.78;248.47;-0.14;260.48;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-09;--;--;--;--;--;--;--;--;--;--;--;--;-0.20;99.78;8.68;111.81;16.81;124.64;23.70;138.76;28.78;154.41;31.49;171.39;31.45;188.89;28.67;205.84;23.53;221.44;16.59;235.51;8.43;248.31;-0.48;260.31;--;--;--;--;--;--;--;--;--;--;--;--;
2019-10-10;--;--;--;--;--;--;--;--;--;--;--;--;-0.45;100.06;8.41;112.09;16.52;124.91;23.38;139.00;28.43;154.60;31.12;171.51;31.07;188.93;28.29;205.79;23.16;221.34;16.23;235.37;8.08;248.14;-0.82;260.13;--;--;--;--;--;--;--;--;--;--;--;--;
